year,name,harvested area [ha],yield [kg/ha]
2008,buenos aires san cayetano,90160,2104
2009,buenos aires san cayetano,94710,3289
2010,buenos aires san cayetano,80600,4326
2011,buenos aires san cayetano,68900,4461
2012,buenos aires san cayetano,18500,3584
2013,buenos aires san cayetano,45280,3783
2014,buenos aires san cayetano,37690,2778
2015,buenos aires san cayetano,29030,3902
2016,buenos aires san cayetano,30740,2700
2017,buenos aires san cayetano,33248,4000
2018,buenos aires san cayetano,33895,4195
2019,buenos aires san cayetano,38000,3300
2020,buenos aires san cayetano,36000,4475
2021,buenos aires san cayetano,36415,3872
1969,buenos aires san nicolas,7600,1400
1970,buenos aires san nicolas,6930,2165
1971,buenos aires san nicolas,6900,1600
1972,buenos aires san nicolas,7200,2097
1973,buenos aires san nicolas,3500,1500
1974,buenos aires san nicolas,3500,2000
1975,buenos aires san nicolas,4500,2100
1976,buenos aires san nicolas,5400,1700
1977,buenos aires san nicolas,4650,1806
1978,buenos aires san nicolas,5100,1900
1979,buenos aires san nicolas,10300,2000
1980,buenos aires san nicolas,19800,1818
1981,buenos aires san nicolas,25000,2000
1982,buenos aires san nicolas,25000,2600
1983,buenos aires san nicolas,17000,1529
1984,buenos aires san nicolas,17000,2400
1985,buenos aires san nicolas,17050,1525
1986,buenos aires san nicolas,14200,1908
1987,buenos aires san nicolas,12000,1958
1988,buenos aires san nicolas,7800,2051
1989,buenos aires san nicolas,4550,2396
1990,buenos aires san nicolas,6500,2308
1991,buenos aires san nicolas,2500,2000
1992,buenos aires san nicolas,2500,2600
1993,buenos aires san nicolas,3200,1813
1994,buenos aires san nicolas,4000,2250
1995,buenos aires san nicolas,4600,2500
1996,buenos aires san nicolas,11000,1700
1997,buenos aires san nicolas,6000,2600
1998,buenos aires san nicolas,4500,2511
1999,buenos aires san nicolas,4500,2911
2000,buenos aires san nicolas,4000,2400
2001,buenos aires san nicolas,4800,1813
2002,buenos aires san nicolas,3400,2000
2003,buenos aires san nicolas,3000,2800
2004,buenos aires san nicolas,3250,2902
2005,buenos aires san nicolas,3300,3400
2006,buenos aires san nicolas,2900,3700
2007,buenos aires san nicolas,3900,4200
2008,buenos aires san nicolas,2550,2100
2009,buenos aires san nicolas,2150,4606
2010,buenos aires san nicolas,2000,4234
2011,buenos aires san nicolas,2250,4500
2012,buenos aires san nicolas,2270,3000
2013,buenos aires san nicolas,2650,4000
2014,buenos aires san nicolas,3450,3600
2015,buenos aires san nicolas,3600,4100
2016,buenos aires san nicolas,5560,4400
2017,buenos aires san nicolas,5040,4400
2018,buenos aires san nicolas,11077,4600
2019,buenos aires san nicolas,7500,4100
2020,buenos aires san nicolas,7500,3800
2021,buenos aires san nicolas,8421,5000
1969,buenos aires san pedro,15500,1400
1970,buenos aires san pedro,7900,2203
1971,buenos aires san pedro,7900,1500
1972,buenos aires san pedro,9300,2108
1973,buenos aires san pedro,4000,1500
1974,buenos aires san pedro,4500,2000
1975,buenos aires san pedro,7000,1900
1976,buenos aires san pedro,9300,1600
1977,buenos aires san pedro,7400,1811
1978,buenos aires san pedro,8200,2000
1979,buenos aires san pedro,5400,2000
1980,buenos aires san pedro,21000,2143
1981,buenos aires san pedro,20000,2000
1982,buenos aires san pedro,20000,2900
1983,buenos aires san pedro,17500,1700
1984,buenos aires san pedro,19000,2300
1985,buenos aires san pedro,15900,1700
1986,buenos aires san pedro,15200,1803
1987,buenos aires san pedro,9970,1986
1988,buenos aires san pedro,8000,2000
1989,buenos aires san pedro,9500,2505
1990,buenos aires san pedro,9900,1697
1991,buenos aires san pedro,5200,2192
1992,buenos aires san pedro,6000,2650
1993,buenos aires san pedro,6300,1746
1994,buenos aires san pedro,6000,2300
1995,buenos aires san pedro,7600,2447
1996,buenos aires san pedro,22800,1702
1997,buenos aires san pedro,16200,2599
1998,buenos aires san pedro,11400,2851
1999,buenos aires san pedro,13800,2935
2000,buenos aires san pedro,12000,2700
2001,buenos aires san pedro,14000,2071
2002,buenos aires san pedro,9500,1600
2003,buenos aires san pedro,8200,2900
2004,buenos aires san pedro,7850,3000
2005,buenos aires san pedro,7600,3500
2006,buenos aires san pedro,11850,3800
2007,buenos aires san pedro,12100,4200
2008,buenos aires san pedro,8350,2200
2009,buenos aires san pedro,4900,4506
2010,buenos aires san pedro,4700,4234
2011,buenos aires san pedro,5050,4400
2012,buenos aires san pedro,3650,2900
2013,buenos aires san pedro,4100,4100
2014,buenos aires san pedro,4800,3600
2015,buenos aires san pedro,8765,4000
2016,buenos aires san pedro,10780,4300
2017,buenos aires san pedro,13660,4300
2018,buenos aires san pedro,15438,4500
2019,buenos aires san pedro,16300,4000
2020,buenos aires san pedro,16600,3800
2021,buenos aires san pedro,14755,4900
1969,buenos aires tandil,26500,1900
1970,buenos aires tandil,22000,2000
1971,buenos aires tandil,27000,1400
1972,buenos aires tandil,32000,2219
1973,buenos aires tandil,21850,2000
1974,buenos aires tandil,27602,2000
1975,buenos aires tandil,43700,1854
1976,buenos aires tandil,43000,1800
1977,buenos aires tandil,32500,1877
1978,buenos aires tandil,38000,2400
1979,buenos aires tandil,35000,1100
1980,buenos aires tandil,54000,2185
1981,buenos aires tandil,57000,1600
1982,buenos aires tandil,60000,3000
1983,buenos aires tandil,48000,3208
1984,buenos aires tandil,38200,3000
1985,buenos aires tandil,49500,1990
1986,buenos aires tandil,61000,2639
1987,buenos aires tandil,60000,2035
1988,buenos aires tandil,78000,3500
1989,buenos aires tandil,60000,2500
1990,buenos aires tandil,84800,2399
1991,buenos aires tandil,78500,2400
1992,buenos aires tandil,70000,2600
1993,buenos aires tandil,78000,2600
1994,buenos aires tandil,91190,2901
1995,buenos aires tandil,95000,2800
1996,buenos aires tandil,117000,3300
1997,buenos aires tandil,104500,3600
1998,buenos aires tandil,103500,2802
1999,buenos aires tandil,116500,3210
2000,buenos aires tandil,124000,3548
2001,buenos aires tandil,118000,2966
2002,buenos aires tandil,94000,2300
2003,buenos aires tandil,105200,4200
2004,buenos aires tandil,102000,3900
2005,buenos aires tandil,94200,4300
2006,buenos aires tandil,93500,4500
2007,buenos aires tandil,81000,2500
2008,buenos aires tandil,75250,3600
2009,buenos aires tandil,60000,4804
2010,buenos aires tandil,64895,5266
2011,buenos aires tandil,58240,5499
2012,buenos aires tandil,22980,4576
2013,buenos aires tandil,29600,5204
2014,buenos aires tandil,42000,3794
2015,buenos aires tandil,18335,4395
2016,buenos aires tandil,39020,3800
2017,buenos aires tandil,35162,4500
2018,buenos aires tandil,49058,4300
2019,buenos aires tandil,49000,4102
2020,buenos aires tandil,63692,4817
2021,buenos aires tandil,37324,4400
1969,buenos aires tapalque,5700,1500
1970,buenos aires tapalque,4800,1688
1971,buenos aires tapalque,3500,1100
1972,buenos aires tapalque,4800,1240
1973,buenos aires tapalque,1000,1100
1974,buenos aires tapalque,4500,1089
1975,buenos aires tapalque,1700,1100
1976,buenos aires tapalque,5400,1200
1977,buenos aires tapalque,3400,1132
1978,buenos aires tapalque,3000,1000
1979,buenos aires tapalque,4500,978
1980,buenos aires tapalque,400,1250
1981,buenos aires tapalque,10000,1500
1982,buenos aires tapalque,5000,1200
1983,buenos aires tapalque,5000,1800
1984,buenos aires tapalque,10000,2000
1985,buenos aires tapalque,1900,1000
1986,buenos aires tapalque,2500,1080
1987,buenos aires tapalque,1300,1462
1988,buenos aires tapalque,700,1714
1989,buenos aires tapalque,400,1500
1990,buenos aires tapalque,400,2000
1991,buenos aires tapalque,200,2000
1992,buenos aires tapalque,200,2000
1993,buenos aires tapalque,500,2000
1994,buenos aires tapalque,500,2800
1995,buenos aires tapalque,2000,1300
1996,buenos aires tapalque,3000,2600
1997,buenos aires tapalque,2000,3300
1998,buenos aires tapalque,2300,2609
1999,buenos aires tapalque,3000,2833
2000,buenos aires tapalque,2000,3000
2001,buenos aires tapalque,2000,3000
2002,buenos aires tapalque,2000,1800
2003,buenos aires tapalque,2000,3000
2004,buenos aires tapalque,2500,3300
2005,buenos aires tapalque,500,3700
2006,buenos aires tapalque,400,4000
2007,buenos aires tapalque,200,2000
2008,buenos aires tapalque,250,2600
2009,buenos aires tapalque,200,3590
2010,buenos aires tapalque,200,3720
2011,buenos aires tapalque,500,4200
2012,buenos aires tapalque,320,2800
2013,buenos aires tapalque,1000,4000
2014,buenos aires tapalque,480,2800
2015,buenos aires tapalque,700,3900
2016,buenos aires tapalque,890,3700
2017,buenos aires tapalque,1500,4000
2018,buenos aires tapalque,2000,4000
2019,buenos aires tapalque,2000,3000
2020,buenos aires tapalque,3000,4200
2021,buenos aires tapalque,1840,2700
1969,buenos aires tornquist,157000,1350
1970,buenos aires tornquist,90000,522
1971,buenos aires tornquist,135000,1200
1972,buenos aires tornquist,140000,1600
1973,buenos aires tornquist,130000,1500
1974,buenos aires tornquist,90000,900
1975,buenos aires tornquist,135000,860
1976,buenos aires tornquist,176000,1788
1977,buenos aires tornquist,60000,983
1978,buenos aires tornquist,147000,1669
1979,buenos aires tornquist,129000,1250
1980,buenos aires tornquist,124300,1300
1981,buenos aires tornquist,120000,595
1982,buenos aires tornquist,170000,1900
1983,buenos aires tornquist,180000,1372
1984,buenos aires tornquist,144800,1934
1985,buenos aires tornquist,119000,1765
1986,buenos aires tornquist,122000,1374
1987,buenos aires tornquist,120000,1538
1988,buenos aires tornquist,76000,1184
1989,buenos aires tornquist,90000,2000
1990,buenos aires tornquist,100000,1300
1991,buenos aires tornquist,80000,1800
1992,buenos aires tornquist,80200,1600
1993,buenos aires tornquist,85200,1900
1994,buenos aires tornquist,95200,1500
1995,buenos aires tornquist,85100,1100
1996,buenos aires tornquist,110550,1400
1997,buenos aires tornquist,96000,2800
1998,buenos aires tornquist,90800,1652
1999,buenos aires tornquist,76800,1120
2000,buenos aires tornquist,96000,2115
2001,buenos aires tornquist,109750,2305
2002,buenos aires tornquist,104200,2111
2003,buenos aires tornquist,80800,1300
2004,buenos aires tornquist,90800,2201
2005,buenos aires tornquist,65550,800
2006,buenos aires tornquist,77700,1198
2007,buenos aires tornquist,70900,1900
2008,buenos aires tornquist,51000,800
2009,buenos aires tornquist,22800,922
2010,buenos aires tornquist,19750,2164
2011,buenos aires tornquist,70600,2195
2012,buenos aires tornquist,29840,2698
2013,buenos aires tornquist,60600,2301
2014,buenos aires tornquist,75600,2601
2015,buenos aires tornquist,28550,2989
2016,buenos aires tornquist,30740,2800
2017,buenos aires tornquist,32260,3000
2018,buenos aires tornquist,29785,2691
2019,buenos aires tornquist,19000,1200
2020,buenos aires tornquist,25000,1992
2021,buenos aires tornquist,23296,2167
1969,buenos aires trenque lauquen,90000,1200
1970,buenos aires trenque lauquen,23000,1087
1971,buenos aires trenque lauquen,28000,1100
1972,buenos aires trenque lauquen,27000,1889
1973,buenos aires trenque lauquen,28000,1964
1974,buenos aires trenque lauquen,30500,1600
1975,buenos aires trenque lauquen,38000,1800
1976,buenos aires trenque lauquen,50000,1701
1977,buenos aires trenque lauquen,27000,1222
1978,buenos aires trenque lauquen,38000,1711
1979,buenos aires trenque lauquen,39500,2000
1980,buenos aires trenque lauquen,48000,1313
1981,buenos aires trenque lauquen,59000,1525
1982,buenos aires trenque lauquen,80000,2125
1983,buenos aires trenque lauquen,61600,1997
1984,buenos aires trenque lauquen,53600,2401
1985,buenos aires trenque lauquen,47500,1453
1986,buenos aires trenque lauquen,32600,1788
1987,buenos aires trenque lauquen,15500,1355
1988,buenos aires trenque lauquen,34700,2075
1989,buenos aires trenque lauquen,51000,2200
1990,buenos aires trenque lauquen,53600,2300
1991,buenos aires trenque lauquen,33500,2000
1992,buenos aires trenque lauquen,28000,2100
1993,buenos aires trenque lauquen,37000,2700
1994,buenos aires trenque lauquen,33600,2601
1995,buenos aires trenque lauquen,45000,2351
1996,buenos aires trenque lauquen,66000,2300
1997,buenos aires trenque lauquen,39000,3000
1998,buenos aires trenque lauquen,24000,2917
1999,buenos aires trenque lauquen,27650,2731
2000,buenos aires trenque lauquen,20800,2899
2001,buenos aires trenque lauquen,46800,2607
2002,buenos aires trenque lauquen,46500,2600
2003,buenos aires trenque lauquen,39785,2900
2004,buenos aires trenque lauquen,40980,2900
2005,buenos aires trenque lauquen,22500,3530
2006,buenos aires trenque lauquen,27200,3500
2007,buenos aires trenque lauquen,32100,3802
2008,buenos aires trenque lauquen,30900,2206
2009,buenos aires trenque lauquen,13890,2043
2010,buenos aires trenque lauquen,22500,3921
2011,buenos aires trenque lauquen,35600,3104
2012,buenos aires trenque lauquen,4800,2050
2013,buenos aires trenque lauquen,7700,3513
2014,buenos aires trenque lauquen,49800,3104
2015,buenos aires trenque lauquen,27600,3300
2016,buenos aires trenque lauquen,29570,4900
2017,buenos aires trenque lauquen,25780,4800
2018,buenos aires trenque lauquen,35716,5100
2019,buenos aires trenque lauquen,40800,2600
2020,buenos aires trenque lauquen,51849,4000
2021,buenos aires trenque lauquen,49142,4800
1969,buenos aires tres arroyos,140000,1700
1970,buenos aires tres arroyos,160200,1357
1971,buenos aires tres arroyos,162000,1500
1972,buenos aires tres arroyos,167000,2036
1973,buenos aires tres arroyos,146300,1709
1974,buenos aires tres arroyos,161000,1676
1975,buenos aires tres arroyos,165000,1700
1976,buenos aires tres arroyos,210000,1800
1977,buenos aires tres arroyos,142600,1671
1978,buenos aires tres arroyos,186000,2043
1979,buenos aires tres arroyos,200000,2090
1980,buenos aires tres arroyos,170000,2329
1981,buenos aires tres arroyos,205000,1631
1982,buenos aires tres arroyos,250800,2998
1983,buenos aires tres arroyos,270000,2289
1984,buenos aires tres arroyos,222500,2605
1985,buenos aires tres arroyos,195000,2000
1986,buenos aires tres arroyos,191200,2516
1987,buenos aires tres arroyos,182900,2003
1988,buenos aires tres arroyos,173000,1590
1989,buenos aires tres arroyos,185000,2946
1990,buenos aires tres arroyos,180300,1967
1991,buenos aires tres arroyos,175800,2735
1992,buenos aires tres arroyos,167800,3300
1993,buenos aires tres arroyos,145000,2697
1994,buenos aires tres arroyos,165900,3061
1995,buenos aires tres arroyos,180000,2666
1996,buenos aires tres arroyos,236000,2353
1997,buenos aires tres arroyos,211000,3862
1998,buenos aires tres arroyos,215200,2695
1999,buenos aires tres arroyos,230000,3000
2000,buenos aires tres arroyos,252000,3190
2001,buenos aires tres arroyos,237000,3376
2002,buenos aires tres arroyos,214000,2532
2003,buenos aires tres arroyos,252200,3507
2004,buenos aires tres arroyos,265000,3160
2005,buenos aires tres arroyos,235852,2812
2006,buenos aires tres arroyos,228450,2980
2007,buenos aires tres arroyos,213040,2390
2008,buenos aires tres arroyos,193550,2112
2009,buenos aires tres arroyos,187460,3388
2010,buenos aires tres arroyos,164700,4519
2011,buenos aires tres arroyos,142300,4893
2012,buenos aires tres arroyos,63300,3890
2013,buenos aires tres arroyos,115700,4280
2014,buenos aires tres arroyos,109040,3610
2015,buenos aires tres arroyos,64290,4000
2016,buenos aires tres arroyos,102660,2800
2017,buenos aires tres arroyos,105070,4900
2018,buenos aires tres arroyos,80875,4197
2019,buenos aires tres arroyos,119000,3303
2020,buenos aires tres arroyos,131000,4351
2021,buenos aires tres arroyos,117946,4107
1969,buenos aires villarino,183000,864
1970,buenos aires villarino,110000,800
1971,buenos aires villarino,150000,900
1972,buenos aires villarino,165000,1188
1973,buenos aires villarino,139000,1036
1974,buenos aires villarino,60000,800
1975,buenos aires villarino,167000,1100
1976,buenos aires villarino,195500,1349
1977,buenos aires villarino,105000,829
1978,buenos aires villarino,180000,1232
1979,buenos aires villarino,109000,850
1980,buenos aires villarino,118000,737
1981,buenos aires villarino,108000,185
1982,buenos aires villarino,203000,1182
1983,buenos aires villarino,207000,1463
1984,buenos aires villarino,145000,2000
1985,buenos aires villarino,120000,1840
1986,buenos aires villarino,112000,964
1987,buenos aires villarino,112000,1357
1988,buenos aires villarino,70000,1100
1989,buenos aires villarino,95000,1400
1990,buenos aires villarino,95000,1200
1991,buenos aires villarino,80000,1300
1992,buenos aires villarino,79000,900
1993,buenos aires villarino,81000,1200
1994,buenos aires villarino,102000,900
1995,buenos aires villarino,29000,500
